0.250000	0.000000	-Inf
1.250000	0.000000	-Inf
2.250000	0.000000	-Inf
3.250000	0.000000	-Inf
4.250000	0.000000	-Inf
5.250000	0.000000	-Inf
6.250000	0.000000	-Inf
7.250000	0.000000	-Inf
8.250000	0.000000	-Inf
9.250000	0.000000	-Inf
10.250000	0.000000	-Inf
11.250000	0.000000	-Inf
12.250000	0.000000	-Inf
13.250000	0.000000	-Inf
14.250000	0.000000	-Inf
15.250000	0.000000	-Inf
16.250000	0.000000	-Inf
17.250000	0.000000	-Inf
18.250000	0.000000	-Inf
19.250000	0.000000	-Inf
20.250000	0.000000	-Inf
21.250000	0.000000	-Inf
22.250000	0.000000	-Inf
23.250000	0.000000	-Inf
24.250000	0.000000	-Inf
25.250000	0.000000	-Inf
26.250000	0.000000	-Inf
27.250000	0.000000	-Inf
28.250000	0.000000	-Inf
29.250000	0.000000	-Inf
30.250000	0.000000	-Inf
31.250000	0.000000	-Inf
32.250000	0.000000	-Inf
33.250000	0.000000	-Inf
34.250000	0.000000	-Inf
35.250000	0.000000	-Inf
36.250000	0.000000	-Inf
37.250000	0.000000	-Inf
38.250000	0.000000	-Inf
39.250000	0.000000	-Inf
40.250000	0.000000	-Inf
41.250000	0.000000	-Inf
42.250000	0.000000	-Inf
43.250000	0.000000	-Inf
44.250000	0.000000	-Inf
45.250000	0.000000	-Inf
46.250000	0.000000	-Inf
47.250000	0.000000	-Inf
48.250000	0.000000	-Inf
49.250000	0.000000	-Inf
50.250000	0.000000	-Inf
51.250000	0.021362	-3.846154
52.250000	0.020933	-3.866432
53.250000	0.020512	-3.886732
54.250000	0.020118	-3.906155
55.250000	0.019713	-3.926452
56.250000	0.019358	-3.944652
57.250000	0.022756	-3.782941
58.250000	0.022349	-3.800980
59.250000	0.021948	-3.819061
60.250000	0.021554	-3.837176
61.250000	0.021167	-3.855335
62.250000	0.020825	-3.871618
63.250000	0.020495	-3.887592
64.250000	0.020125	-3.905798
65.250000	0.023101	-3.767882
66.250000	0.022745	-3.783397
67.250000	0.022401	-3.798661
68.250000	0.022055	-3.814215
69.250000	0.021717	-3.829662
70.250000	0.024434	-3.711760
71.250000	0.021079	-3.859476
72.250000	0.023726	-3.741188
73.250000	0.023361	-3.756670
74.250000	0.023068	-3.769299
75.250000	0.022752	-3.783097
76.250000	0.025247	-3.679030
77.250000	0.024909	-3.692508
78.250000	0.024592	-3.705319
79.250000	0.026967	-3.613140
80.250000	0.026631	-3.625673
81.250000	0.026286	-3.638733
82.250000	0.025927	-3.652467
83.250000	0.028175	-3.569319
84.250000	0.030357	-3.494717
85.250000	0.029992	-3.506832
86.250000	0.029639	-3.518652
87.250000	0.029278	-3.530919
88.250000	0.028914	-3.543435
89.250000	0.030964	-3.474935
90.250000	0.030624	-3.485958
91.250000	0.032607	-3.423236
92.250000	0.032206	-3.435599
93.250000	0.034075	-3.379182
94.250000	0.033737	-3.389158
95.250000	0.035588	-3.335754
96.250000	0.037413	-3.285748
97.250000	0.037025	-3.296163
98.250000	0.038776	-3.249961
99.250000	0.038394	-3.259856
100.250000	0.040069	-3.217156
101.250000	0.041797	-3.174920
102.250000	0.043426	-3.136685
103.250000	0.045023	-3.100572
104.250000	0.046570	-3.066791
105.250000	0.048172	-3.032967
106.250000	0.049653	-3.002687
107.250000	0.053145	-2.934731
108.250000	0.056530	-2.872987
109.250000	0.059857	-2.815799
110.250000	0.063053	-2.763773
111.250000	0.068187	-2.685507
112.250000	0.073209	-2.614434
113.250000	0.076280	-2.573349
114.250000	0.088450	-2.425313
115.250000	0.100521	-2.297392
116.250000	0.115877	-2.155224
117.250000	0.123773	-2.089304
118.250000	0.161874	-1.820939
119.250000	0.169348	-1.775802
120.250000	0.246667	-1.399714
121.250000	0.298374	-1.209406
122.250000	0.560777	-0.578432
123.250000	19.163409	2.953003
124.250000	15.733960	2.755821
125.250000	20.238980	3.007610
126.250000	16.178045	2.783655
127.250000	16.536832	2.805590
128.250000	21.528278	3.069367
129.250000	18.306924	2.907279
130.250000	23.574390	3.160161
131.250000	24.528414	3.199832
132.250000	27.707241	3.321694
133.250000	28.804339	3.360526
134.250000	31.216786	3.440956
135.250000	32.828934	3.491310
136.250000	32.718872	3.487952
137.250000	31.722025	3.457011
138.250000	30.925600	3.431584
139.250000	32.280813	3.474473
140.250000	33.149289	3.501021
141.250000	32.959256	3.495272
142.250000	35.616281	3.572803
143.250000	35.504953	3.569672
144.250000	34.913260	3.552867
145.250000	33.357679	3.507288
146.250000	33.835881	3.521522
147.250000	32.045134	3.467145
148.250000	33.971863	3.525533
149.250000	35.976021	3.582853
